_id,error,mode,plug_exist,plug_mode,plug_pow,power_count,powerdata
ObjectId(5bbebfda24aa9a0e4ad421f4),0,GET_POW," 0"," 1"," 1"," 1",9720
ObjectId(5bbebfdb24aa9a0e4ad421f6),0,GET_POW," 0"," 1"," 1"," 1",9713
ObjectId(5bbebfdb24aa9a0e4ad421f5),0,GET_POW," 0"," 1"," 1"," 1",9718
ObjectId(5bbebfdc24aa9a0e4ad421f7),0,GET_POW," 0"," 1"," 1"," 1",9700
ObjectId(5bbebfdc24aa9a0e4ad421f9),0,GET_POW," 0"," 1"," 1"," 1",9707
ObjectId(5bbebfdc24aa9a0e4ad421f8),0,GET_POW," 0"," 1"," 1"," 1",9709
ObjectId(5bbebfdd24aa9a0e4ad421fa),0,GET_POW," 0"," 1"," 1"," 1",9691
ObjectId(5bbebfde24aa9a0e4ad421fb),0,GET_POW," 0"," 1"," 1"," 1",9683
ObjectId(5bbebfde24aa9a0e4ad421fc),0,GET_POW," 0"," 1"," 1"," 1",9673
ObjectId(5bbebfdf24aa9a0e4ad421fd),0,GET_POW," 0"," 1"," 1"," 1",9680
ObjectId(5bbebfdf24aa9a0e4ad421fe),0,GET_POW," 0"," 1"," 1"," 1",8882
ObjectId(5bbebfe024aa9a0e4ad421ff),0,GET_POW," 0"," 1"," 1"," 1",0
ObjectId(5bbebfe024aa9a0e4ad42200),0,GET_POW," 0"," 1"," 1"," 1",14
ObjectId(5bbebfe124aa9a0e4ad42201),0,GET_POW," 0"," 1"," 1"," 1",0
ObjectId(5bbebfe124aa9a0e4ad42202),0,GET_POW," 0"," 1"," 1"," 1",0
ObjectId(5bbebfe224aa9a0e4ad42204),0,GET_POW," 0"," 1"," 1"," 1",0
ObjectId(5bbebfe224aa9a0e4ad42203),0,GET_POW," 0"," 1"," 1"," 1",0
ObjectId(5bbebfe324aa9a0e4ad42206),0,GET_POW," 0"," 1"," 1"," 1",0
ObjectId(5bbebfe324aa9a0e4ad42205),0,GET_POW," 0"," 1"," 1"," 1",0
ObjectId(5bbebfe424aa9a0e4ad42208),0,GET_POW," 0"," 1"," 1"," 1",0
ObjectId(5bbebfe424aa9a0e4ad42207),0,GET_POW," 0"," 1"," 1"," 1",0
ObjectId(5bbebfe524aa9a0e4ad4220a),0,GET_POW," 0"," 1"," 1"," 1",0
ObjectId(5bbebfe524aa9a0e4ad42209),0,GET_POW," 0"," 1"," 1"," 1",0
ObjectId(5bbebfe624aa9a0e4ad4220c),0,GET_POW," 0"," 1"," 1"," 1",0
ObjectId(5bbebfe624aa9a0e4ad4220b),0,GET_POW," 0"," 1"," 1"," 1",0
ObjectId(5bbebfe724aa9a0e4ad4220f),0,GET_POW," 0"," 1"," 1"," 1",9719
ObjectId(5bbebfe724aa9a0e4ad4220d),0,GET_POW," 0"," 1"," 1"," 1",3544
ObjectId(5bbebfe724aa9a0e4ad4220e),0,GET_POW," 0"," 1"," 1"," 1",9726
ObjectId(5bbebfe824aa9a0e4ad42210),0,GET_POW," 0"," 1"," 1"," 1",9710
ObjectId(5bbebfe924aa9a0e4ad42211),0,GET_POW," 0"," 1"," 1"," 1",9692
ObjectId(5bbebfe924aa9a0e4ad42212),0,GET_POW," 0"," 1"," 1"," 1",9686
ObjectId(5bbebfea24aa9a0e4ad42213),0,GET_POW," 0"," 1"," 1"," 1",3095
ObjectId(5bbebfea24aa9a0e4ad42214),0,GET_POW," 0"," 1"," 1"," 1",9691
ObjectId(5bbebfeb24aa9a0e4ad42216),0,GET_POW," 0"," 1"," 1"," 1",0
ObjectId(5bbebfeb24aa9a0e4ad42215),0,GET_POW," 0"," 1"," 1"," 1",0
ObjectId(5bbebfec24aa9a0e4ad42217),0,GET_POW," 0"," 1"," 1"," 1",0
ObjectId(5bbebfec24aa9a0e4ad42218),0,GET_POW," 0"," 1"," 1"," 1",0
ObjectId(5bbebfed24aa9a0e4ad42219),0,GET_POW," 0"," 1"," 1"," 1",9694
ObjectId(5bbebfed24aa9a0e4ad4221b),0,GET_POW," 0"," 1"," 1"," 1",7791
ObjectId(5bbebfed24aa9a0e4ad4221a),0,GET_POW," 0"," 1"," 1"," 1",9679
ObjectId(5bbebfee24aa9a0e4ad4221c),0,GET_POW," 0"," 1"," 1"," 1",9673
ObjectId(5bbebfef24aa9a0e4ad4221d),0,GET_POW," 0"," 1"," 1"," 1",7434
ObjectId(5bbebfef24aa9a0e4ad4221e),0,GET_POW," 0"," 1"," 1"," 1",0
ObjectId(5bbebff024aa9a0e4ad4221f),0,GET_POW," 0"," 1"," 1"," 1",0
ObjectId(5bbebff024aa9a0e4ad42220),0,GET_POW," 0"," 1"," 1"," 1",4538
ObjectId(5bbebff124aa9a0e4ad42221),0,GET_POW," 0"," 1"," 1"," 1",9683
ObjectId(5bbebff124aa9a0e4ad42222),0,GET_POW," 0"," 1"," 1"," 1",9693
ObjectId(5bbebff224aa9a0e4ad42224),0,GET_POW," 0"," 1"," 1"," 1",9691
ObjectId(5bbebff224aa9a0e4ad42223),0,GET_POW," 0"," 1"," 1"," 1",9682
ObjectId(5bbebff324aa9a0e4ad42225),0,GET_POW," 0"," 1"," 1"," 1",9674
ObjectId(5bbebff324aa9a0e4ad42226),0,GET_POW," 0"," 1"," 1"," 1",9679
ObjectId(5bbebff424aa9a0e4ad42227),0,GET_POW," 0"," 1"," 1"," 1",9692
ObjectId(5bbebff424aa9a0e4ad42228),0,GET_POW," 0"," 1"," 1"," 1",9679
ObjectId(5bbebff524aa9a0e4ad42229),0,GET_POW," 0"," 1"," 1"," 1",9679
ObjectId(5bbebff524aa9a0e4ad4222a),0,GET_POW," 0"," 1"," 1"," 1",9667
ObjectId(5bbebff624aa9a0e4ad4222b),0,GET_POW," 0"," 1"," 1"," 1",9673
ObjectId(5bbebff624aa9a0e4ad4222c),0,GET_POW," 0"," 1"," 1"," 1",1638
ObjectId(5bbebff724aa9a0e4ad4222e),0,GET_POW," 0"," 1"," 1"," 1",0
ObjectId(5bbebff724aa9a0e4ad4222d),0,GET_POW," 0"," 1"," 1"," 1",0
ObjectId(5bbebff824aa9a0e4ad4222f),0,GET_POW," 0"," 1"," 1"," 1",0
ObjectId(5bbebff824aa9a0e4ad42230),0,GET_POW," 0"," 1"," 1"," 1",0
ObjectId(5bbebff824aa9a0e4ad42231),0,GET_POW," 0"," 1"," 1"," 1",0
